@relation train
@attribute Attr1 numeric
@attribute Attr2 {'a','b'}
@attribute Attr3 {'a','b','c'}
@attribute Attr4 {'N','W'}
@attribute Attr5 numeric
@attribute Attr6 numeric
@attribute Attr7 numeric
@attribute Attr8 numeric
@attribute Attr9 {'a','b','c'}
@attribute Attr10 numeric
@attribute Attr11 numeric
@attribute Attr12 numeric
@attribute Attr13 numeric
@attribute Attr14 numeric
@attribute Attr15 numeric
@attribute Attr16 numeric
@attribute Attr17 numeric
@attribute Attr18 numeric
@attribute Attr19 numeric
@attribute class numeric
@data
605,'a','b','W',140610,254,-20,-17,'b',1,1,0,0,0,0,0,0,800,800,0
606,'a','a','W',24790,236,-31,-17,'a',1,1,0,0,0,0,0,0,600,600,0
607,'a','a','N',12560,469,0,88,'a',0,0,0,0,0,0,0,0,0,0,0
608,'b','a','W',25940,233,-31,-37,'a',5,1,4,0,0,0,0,0,15400,7000,0
609,'a','a','N',1480,7,-54,-82,'a',0,0,0,0,0,0,0,0,0,0,0
610,'a','a','W',41740,331,37,29,'a',2,2,0,0,0,0,0,0,1100,700,0
611,'a','b','W',54820,585,-41,-37,'a',3,1,2,0,0,0,0,0,5600,3000,0
612,'a','b','N',21780,944,136,209,'a',0,0,0,0,0,0,0,0,0,0,0
613,'a','a','N',2410,39,-52,-24,'a',0,0,0,0,0,0,0,0,0,0,0
614,'a','a','W',443740,1321,20,10,'a',0,0,0,0,0,0,0,0,0,0,0
615,'a','b','N',10320,172,4,-51,'a',0,0,0,0,0,0,0,0,0,0,0
616,'a','a','W',28360,181,-60,-80,'a',2,1,1,0,0,0,0,0,3800,3000,0
617,'a','a','N',9890,210,-21,-16,'a',0,0,0,0,0,0,0,0,0,0,0
618,'a','a','W',19820,527,73,89,'a',0,0,0,0,0,0,0,0,0,0,0
619,'b','b','W',54860,989,233,115,'b',0,0,0,0,0,0,0,0,0,0,0
620,'a','a','N',18250,67,95,68,'a',0,0,0,0,0,0,0,0,0,0,0
621,'a','b','W',59840,696,124,7,'a',2,1,1,0,0,0,0,0,6300,6000,1
622,'a','a','N',39040,231,-26,-5,'a',1,0,1,0,0,0,0,0,5000,5000,0
623,'a','b','W',12430,187,-32,-41,'a',0,0,0,0,0,0,0,0,0,0,0
624,'b','b','W',67810,1002,153,120,'a',0,0,0,0,0,0,0,0,0,0,0
625,'a','a','W',25650,553,96,115,'a',0,0,0,0,0,0,0,0,0,0,0
626,'a','b','W',17300,367,-40,-27,'a',0,0,0,0,0,0,0,0,0,0,0
627,'a','a','N',12760,26,-9,-35,'a',0,0,0,0,0,0,0,0,0,0,0
628,'b','b','N',6890,204,-34,-46,'b',0,0,0,0,0,0,0,0,0,0,0
629,'b','a','W',49520,405,60,49,'a',4,0,3,1,0,0,0,0,72000,60000,0
630,'a','b','N',9380,234,-13,-3,'a',0,0,0,0,0,0,0,0,0,0,0
631,'b','a','W',26210,619,-20,20,'a',0,0,0,0,0,0,0,0,0,0,1
632,'a','b','N',7170,170,-27,-26,'a',0,0,0,0,0,0,0,0,0,0,0
633,'a','b','N',12120,24,-54,-49,'a',1,1,0,0,0,0,0,0,300,300,0
634,'a','b','N',5630,98,64,86,'a',0,0,0,0,0,0,0,0,0,0,0
635,'a','b','W',34660,516,23,-20,'b',0,0,0,0,0,0,0,0,0,0,0
636,'b','a','W',16470,668,-57,-38,'a',0,0,0,0,0,0,0,0,0,0,0
637,'b','b','W',70490,330,-38,-37,'a',6,1,5,0,0,0,0,0,10300,3000,0
638,'b','b','N',9910,431,-4,22,'a',0,0,0,0,0,0,0,0,0,0,0
639,'b','a','W',45330,485,-4,25,'a',3,0,2,0,1,0,0,0,402000,4e+05,0
640,'b','b','W',17720,266,-32,-45,'a',0,0,0,0,0,0,0,0,0,0,0
641,'a','a','N',4350,22,48,-45,'a',0,0,0,0,0,0,0,0,0,0,0
642,'a','c','W',101280,1116,223,112,'c',1,1,0,0,0,0,0,0,700,700,0
643,'a','a','N',5170,19,-27,-52,'a',0,0,0,0,0,0,0,0,0,0,0
644,'a','a','W',26280,404,-13,-18,'a',0,0,0,0,0,0,0,0,0,0,0
645,'b','a','W',17200,262,47,14,'a',0,0,0,0,0,0,0,0,0,0,0
646,'a','b','N',23000,157,-28,-17,'a',1,0,1,0,0,0,0,0,2000,2000,0
647,'a','b','W',226790,717,2,0,'a',0,0,0,0,0,0,0,0,0,0,0
648,'a','b','W',21750,635,-38,-40,'a',0,0,0,0,0,0,0,0,0,0,0
649,'a','a','N',1160,20,-83,-50,'a',0,0,0,0,0,0,0,0,0,0,0
650,'b','b','W',42350,1625,70,144,'a',0,0,0,0,0,0,0,0,0,0,0
651,'a','a','N',6530,38,-72,-92,'a',1,1,0,0,0,0,0,0,100,100,0
652,'a','b','W',19810,209,21,-22,'a',0,0,0,0,0,0,0,0,0,0,0
653,'a','a','W',31590,377,175,74,'a',0,0,0,0,0,0,0,0,0,0,0
654,'a','a','W',32470,388,15,-17,'a',1,0,0,1,0,0,0,0,80000,80000,0
655,'b','b','W',289580,1986,-38,2,'a',2,0,1,1,0,0,0,0,54000,50000,0
656,'a','a','N',16410,32,51,-20,'a',0,0,0,0,0,0,0,0,0,0,0
657,'a','b','W',12440,333,-63,-38,'a',0,0,0,0,0,0,0,0,0,0,0
658,'a','a','N',18160,78,-57,-48,'a',0,0,0,0,0,0,0,0,0,0,0
659,'a','b','N',2190,29,-69,-42,'a',1,1,0,0,0,0,0,0,200,200,0
660,'b','b','W',38350,532,36,10,'a',0,0,0,0,0,0,0,0,0,0,0
661,'a','b','N',5880,175,-40,-24,'a',0,0,0,0,0,0,0,0,0,0,0
662,'a','c','W',52680,985,33,60,'c',1,0,1,0,0,0,0,0,3000,3000,0
663,'b','b','W',9730,488,-71,-47,'b',0,0,0,0,0,0,0,0,0,0,0
664,'a','a','N',26510,106,-55,-60,'a',0,0,0,0,0,0,0,0,0,0,0
665,'a','a','N',4050,34,-31,-37,'a',1,1,0,0,0,0,0,0,600,600,0
666,'a','a','N',8280,30,-27,-25,'a',0,0,0,0,0,0,0,0,0,0,0
667,'a','b','W',26860,458,244,153,'a',0,0,0,0,0,0,0,0,0,0,0
668,'a','a','W',54830,694,46,68,'a',5,3,2,0,0,0,0,0,4000,1000,0
669,'a','a','N',30650,80,38,66,'a',1,1,0,0,0,0,0,0,500,500,0
670,'b','b','W',13770,254,-14,9,'a',0,0,0,0,0,0,0,0,0,0,0
671,'a','b','W',1496830,1645,21,15,'a',3,2,1,0,0,0,0,0,5700,5000,0
672,'b','a','W',53990,718,80,45,'a',1,0,1,0,0,0,0,0,4000,4000,0
673,'a','a','N',6430,30,-33,-79,'a',1,1,0,0,0,0,0,0,300,300,0
674,'a','a','W',69070,505,-4,35,'a',5,3,2,0,0,0,0,0,5700,2000,0
675,'b','b','W',25450,504,-15,-3,'a',0,0,0,0,0,0,0,0,0,0,0
676,'a','a','W',37480,660,25,35,'a',0,0,0,0,0,0,0,0,0,0,0
677,'a','a','N',3000,72,-75,-69,'a',0,0,0,0,0,0,0,0,0,0,0
678,'b','b','W',36100,608,8,17,'a',0,0,0,0,0,0,0,0,0,0,1
679,'b','c','N',18900,208,-81,-67,'a',1,0,1,0,0,0,0,0,3000,3000,0
680,'b','b','W',64790,909,117,76,'a',1,0,1,0,0,0,0,0,8000,8000,0
681,'b','b','N',19370,63,-49,-20,'b',0,0,0,0,0,0,0,0,0,0,0
682,'a','a','W',1189240,2159,-3,-12,'a',3,2,1,0,0,0,0,0,5200,4000,0
683,'a','b','N',15640,517,67,72,'a',0,0,0,0,0,0,0,0,0,0,0
684,'a','a','W',38400,555,62,21,'a',2,0,2,0,0,0,0,0,12000,8000,0
685,'b','b','W',23600,704,-31,-26,'b',0,0,0,0,0,0,0,0,0,0,0
686,'a','a','W',25650,157,2,-42,'a',4,1,3,0,0,0,0,0,16900,8000,0
687,'a','a','W',26620,356,-18,-15,'a',0,0,0,0,0,0,0,0,0,0,0
688,'a','b','N',51620,186,51,34,'a',1,0,1,0,0,0,0,0,7000,7000,0
689,'a','a','N',3330,17,26,-58,'a',0,0,0,0,0,0,0,0,0,0,0
690,'a','b','N',58410,113,84,88,'a',0,0,0,0,0,0,0,0,0,0,0
691,'a','a','N',3250,127,-47,-20,'a',0,0,0,0,0,0,0,0,0,0,0
692,'a','a','N',11380,290,0,30,'a',0,0,0,0,0,0,0,0,0,0,0
693,'b','b','W',12670,350,-55,-25,'a',0,0,0,0,0,0,0,0,0,0,0
694,'a','a','N',7590,20,-31,-50,'a',0,0,0,0,0,0,0,0,0,0,0
695,'a','b','N',13170,59,-77,-67,'a',0,0,0,0,0,0,0,0,0,0,0
696,'a','b','N',155540,363,74,79,'a',0,0,0,0,0,0,0,0,0,0,0
697,'a','a','N',5640,58,6,17,'a',1,0,1,0,0,0,0,0,5000,5000,0
698,'a','a','N',2180,10,-24,-75,'a',0,0,0,0,0,0,0,0,0,0,0
699,'b','a','W',39760,211,-38,-39,'a',3,3,0,0,0,0,0,0,1600,900,0
700,'a','a','N',15840,436,27,74,'a',0,0,0,0,0,0,0,0,0,0,0
701,'a','b','N',8900,38,-83,-77,'a',0,0,0,0,0,0,0,0,0,0,0
702,'a','a','N',18820,299,75,24,'a',1,0,1,0,0,0,0,0,4000,4000,0
703,'a','a','W',65760,772,177,68,'a',0,0,0,0,0,0,0,0,0,0,0
704,'a','a','W',65320,128,-29,-25,'a',1,1,0,0,0,0,0,0,800,800,0
705,'b','a','N',11700,181,15,-4,'a',0,0,0,0,0,0,0,0,0,0,0
706,'a','a','W',1766860,2899,32,18,'a',0,0,0,0,0,0,0,0,0,0,1
707,'a','a','W',43490,352,26,24,'a',0,0,0,0,0,0,0,0,0,0,0
708,'b','a','W',7810,236,-76,-46,'a',0,0,0,0,0,0,0,0,0,0,0
709,'a','a','W',32210,510,147,95,'a',1,1,0,0,0,0,0,0,600,600,0
710,'a','a','N',3130,25,6,-38,'a',0,0,0,0,0,0,0,0,0,0,0
711,'a','b','W',17590,500,36,53,'b',0,0,0,0,0,0,0,0,0,0,0
712,'a','b','W',29800,627,12,-4,'a',0,0,0,0,0,0,0,0,0,0,0
713,'a','b','W',69240,857,142,73,'a',0,0,0,0,0,0,0,0,0,0,0
714,'a','a','W',18160,378,-43,-41,'a',0,0,0,0,0,0,0,0,0,0,0
715,'b','a','W',358490,1231,-36,-58,'a',1,1,0,0,0,0,0,0,400,400,0
716,'b','a','W',379670,1456,-21,-45,'a',2,0,0,2,0,0,0,0,40000,20000,0
717,'a','b','W',13320,153,-52,-68,'a',1,0,1,0,0,0,0,0,3000,3000,0
718,'a','a','W',189840,1276,-50,-45,'a',6,1,5,0,0,0,0,0,17900,7000,1
719,'a','b','W',43030,625,50,26,'a',1,1,0,0,0,0,0,0,300,300,0
720,'a','a','N',77540,174,-75,-73,'a',0,0,0,0,0,0,0,0,0,0,0
721,'b','b','W',23750,442,32,44,'b',1,1,0,0,0,0,0,0,600,600,0
722,'a','a','W',960770,2117,36,44,'a',0,0,0,0,0,0,0,0,0,0,0
723,'a','a','W',14580,321,-60,-47,'a',0,0,0,0,0,0,0,0,0,0,0
724,'a','a','W',247620,675,4,25,'a',1,1,0,0,0,0,0,0,500,500,0
725,'a','b','N',15570,41,-16,-19,'a',0,0,0,0,0,0,0,0,0,0,0
726,'a','b','W',35940,609,28,-6,'b',0,0,0,0,0,0,0,0,0,0,0
727,'a','a','W',15080,351,-50,-32,'a',0,0,0,0,0,0,0,0,0,0,0
728,'a','a','W',90330,913,98,75,'a',4,2,2,0,0,0,0,0,14100,7000,0
729,'b','a','W',96070,537,3,19,'a',3,1,1,1,0,0,0,0,49200,40000,0
730,'a','b','W',32830,1134,17,75,'b',0,0,0,0,0,0,0,0,0,0,0
731,'a','a','N',2930,408,-77,67,'a',0,0,0,0,0,0,0,0,0,0,0
732,'a','a','N',10640,62,-68,-43,'a',0,0,0,0,0,0,0,0,0,0,0
733,'a','a','W',446210,1030,-40,-32,'a',0,0,0,0,0,0,0,0,0,0,0
734,'a','a','N',1560,15,-48,-62,'a',0,0,0,0,0,0,0,0,0,0,0
735,'a','b','W',34230,551,15,33,'a',1,0,1,0,0,0,0,0,2000,2000,0
736,'a','b','W',29990,354,79,35,'a',1,1,0,0,0,0,0,0,400,400,0
737,'a','a','N',22300,55,2,17,'a',0,0,0,0,0,0,0,0,0,0,0
738,'a','a','W',8210,351,-52,-37,'a',0,0,0,0,0,0,0,0,0,0,0
739,'a','b','N',24150,364,176,90,'a',1,0,1,0,0,0,0,0,5000,5000,0
740,'a','b','W',39410,1146,12,9,'a',1,0,1,0,0,0,0,0,3000,3000,0
741,'a','b','N',2560,38,-49,-14,'a',2,1,1,0,0,0,0,0,1300,1000,0
742,'a','a','N',13880,248,9,2,'a',0,0,0,0,0,0,0,0,0,0,0
743,'b','b','W',32500,566,21,24,'a',0,0,0,0,0,0,0,0,0,0,0
744,'b','a','W',244480,1576,11,12,'a',3,2,0,1,0,0,0,0,51200,50000,0
745,'a','a','N',4310,66,83,65,'a',0,0,0,0,0,0,0,0,0,0,0
746,'a','b','W',30990,525,5,25,'a',0,0,0,0,0,0,0,0,0,0,0
747,'a','a','W',18590,320,-34,-31,'a',0,0,0,0,0,0,0,0,0,0,1
748,'b','b','W',30820,389,22,-4,'a',0,0,0,0,0,0,0,0,0,0,0
749,'a','a','N',10420,62,-85,-86,'a',1,0,1,0,0,0,0,0,1000,1000,0
750,'b','a','W',19860,300,-24,-21,'a',0,0,0,0,0,0,0,0,0,0,0
751,'a','a','N',3840,13,60,-68,'a',0,0,0,0,0,0,0,0,0,0,0
752,'a','b','W',11630,481,-27,21,'a',0,0,0,0,0,0,0,0,0,0,0
753,'b','a','W',167100,1690,-7,-6,'a',1,0,1,0,0,0,0,0,7000,7000,1
754,'a','a','N',4400,67,-64,-71,'a',0,0,0,0,0,0,0,0,0,0,0
755,'a','a','W',66680,430,-17,9,'a',2,1,1,0,0,0,0,0,5400,5000,0
756,'b','a','W',22840,842,146,311,'b',0,0,0,0,0,0,0,0,0,0,0
757,'a','a','N',2770,45,-67,-79,'a',0,0,0,0,0,0,0,0,0,0,0
758,'a','a','W',27320,414,220,79,'a',1,1,0,0,0,0,0,0,200,200,0
759,'a','c','W',95180,1144,122,73,'b',2,0,1,1,0,0,0,0,27000,20000,1
760,'b','a','W',31010,512,45,7,'a',0,0,0,0,0,0,0,0,0,0,0
761,'a','a','N',44180,203,-10,13,'a',0,0,0,0,0,0,0,0,0,0,0
762,'a','b','N',6510,187,-35,-19,'a',0,0,0,0,0,0,0,0,0,0,0
763,'b','a','W',21510,334,-28,-25,'a',0,0,0,0,0,0,0,0,0,0,0
764,'a','a','W',21040,402,-38,-25,'a',1,1,0,0,0,0,0,0,300,300,0
765,'a','b','W',37840,468,-57,-47,'a',2,2,0,0,0,0,0,0,1200,600,0
766,'b','a','W',18690,401,-20,-15,'a',1,1,0,0,0,0,0,0,700,700,0
767,'a','b','W',21520,477,-32,-5,'a',0,0,0,0,0,0,0,0,0,0,0
768,'a','a','N',2920,16,13,-60,'a',0,0,0,0,0,0,0,0,0,0,0
769,'a','b','N',8820,280,-4,-10,'a',0,0,0,0,0,0,0,0,0,0,0
770,'a','a','W',9710,248,-72,-57,'a',0,0,0,0,0,0,0,0,0,0,0
771,'a','a','W',24160,362,-23,-32,'a',0,0,0,0,0,0,0,0,0,0,0
772,'b','b','N',9530,178,-24,-29,'a',0,0,0,0,0,0,0,0,0,0,0
773,'b','a','W',45070,1016,214,145,'a',0,0,0,0,0,0,0,0,0,0,0
774,'a','a','N',99160,514,-34,4,'a',1,0,1,0,0,0,0,0,4000,4000,0
775,'a','a','W',14080,172,-38,-65,'a',0,0,0,0,0,0,0,0,0,0,0
776,'a','a','N',12880,62,-35,12,'a',0,0,0,0,0,0,0,0,0,0,0
777,'b','b','W',18490,451,-34,-4,'a',0,0,0,0,0,0,0,0,0,0,0
778,'b','b','W',29400,331,-32,-6,'a',2,0,1,1,0,0,0,0,22000,20000,0
779,'a','a','N',1620,11,-30,-72,'a',0,0,0,0,0,0,0,0,0,0,0
780,'b','a','W',55890,1204,-3,34,'a',5,0,2,3,0,0,0,0,149000,80000,0
781,'a','b','W',14000,286,-59,-48,'a',0,0,0,0,0,0,0,0,0,0,0
782,'a','a','W',270040,717,10,-14,'a',2,2,0,0,0,0,0,0,800,500,0
783,'a','a','N',15180,48,-72,-72,'a',0,0,0,0,0,0,0,0,0,0,0
784,'a','b','N',8060,57,-81,-86,'a',1,0,1,0,0,0,0,0,3000,3000,0
785,'b','b','W',122410,902,8,9,'a',3,2,1,0,0,0,0,0,3600,3000,1
786,'a','a','W',18580,753,-7,25,'a',0,0,0,0,0,0,0,0,0,0,0
787,'a','a','W',26660,486,-1,12,'a',0,0,0,0,0,0,0,0,0,0,0
788,'a','b','N',13550,326,8,30,'a',0,0,0,0,0,0,0,0,0,0,0
789,'b','a','W',24400,352,-10,-25,'a',1,0,1,0,0,0,0,0,2000,2000,0
790,'a','a','N',7080,260,-41,5,'a',0,0,0,0,0,0,0,0,0,0,0
791,'a','b','W',11830,201,-27,-18,'a',0,0,0,0,0,0,0,0,0,0,0
792,'b','a','W',734930,2062,-29,1,'a',2,1,1,0,0,0,0,0,4800,4000,0
793,'b','a','W',13520,528,-42,-23,'a',0,0,0,0,0,0,0,0,0,0,0
794,'a','b','N',15300,29,-19,-45,'a',0,0,0,0,0,0,0,0,0,0,0
795,'a','a','W',19170,430,-1,29,'a',0,0,0,0,0,0,0,0,0,0,0
796,'b','b','W',81600,628,-1,75,'a',6,3,2,1,0,0,0,0,44000,40000,0
797,'b','a','W',39830,636,36,28,'a',0,0,0,0,0,0,0,0,0,0,0
798,'a','b','W',17000,336,1,28,'a',0,0,0,0,0,0,0,0,0,0,0
799,'b','a','W',579440,2343,38,41,'a',1,0,1,0,0,0,0,0,3000,3000,0
800,'b','b','W',32180,934,44,57,'a',1,1,0,0,0,0,0,0,400,400,0
801,'a','a','W',682910,1486,-2,-18,'a',2,0,2,0,0,0,0,0,6000,4000,0
802,'b','b','W',53730,1444,116,117,'a',1,0,0,1,0,0,0,0,80000,80000,0
803,'a','a','N',20730,48,-39,-46,'a',1,1,0,0,0,0,0,0,400,400,0
804,'b','a','W',58660,728,87,63,'a',2,1,1,0,0,0,0,0,2400,2000,0
805,'b','a','W',22060,275,64,8,'a',0,0,0,0,0,0,0,0,0,0,0
806,'b','a','W',15650,664,45,42,'a',1,1,0,0,0,0,0,0,800,800,0
807,'a','a','W',5600,119,-63,-63,'a',0,0,0,0,0,0,0,0,0,0,0
808,'b','a','W',31320,407,35,-13,'a',1,0,1,0,0,0,0,0,2000,2000,0
809,'a','a','N',1400,51,-88,-78,'a',0,0,0,0,0,0,0,0,0,0,0
810,'a','a','W',10080,349,11,40,'a',1,0,1,0,0,0,0,0,3000,3000,0
811,'a','a','N',1600,11,-66,-72,'a',0,0,0,0,0,0,0,0,0,0,0
812,'b','a','W',99010,1360,82,62,'a',3,1,2,0,0,0,0,0,4200,2000,1
813,'b','b','N',10680,506,3,44,'a',0,0,0,0,0,0,0,0,0,0,0
814,'a','b','W',21060,242,-14,-42,'a',0,0,0,0,0,0,0,0,0,0,1
815,'a','a','N',219070,475,15,-4,'a',0,0,0,0,0,0,0,0,0,0,0
816,'a','b','N',25710,258,-74,-74,'a',1,0,1,0,0,0,0,0,7000,7000,0
817,'b','b','W',62860,596,154,31,'b',3,3,0,0,0,0,0,0,1300,500,0
818,'a','a','N',9220,277,-2,-11,'a',0,0,0,0,0,0,0,0,0,0,0
819,'a','b','W',179710,274,5,-42,'a',4,3,1,0,0,0,0,0,3000,2000,0
820,'a','a','W',17750,151,-49,-48,'a',1,1,0,0,0,0,0,0,400,400,0
821,'a','a','W',316200,1089,-37,-21,'a',3,1,2,0,0,0,0,0,2700,1000,0
822,'a','b','W',24570,434,-52,-53,'a',2,1,1,0,0,0,0,0,3600,3000,0
823,'a','b','W',190960,1651,58,45,'a',2,0,2,0,0,0,0,0,11000,9000,0
824,'a','b','W',121870,935,-15,-26,'a',2,2,0,0,0,0,0,0,900,500,0
825,'b','b','W',29410,345,-6,7,'a',7,1,3,3,0,0,0,0,114400,70000,1
826,'a','a','N',7060,241,-44,-4,'a',0,0,0,0,0,0,0,0,0,0,0
827,'a','a','W',212260,729,-50,-28,'a',2,1,1,0,0,0,0,0,1400,1000,0
828,'a','a','W',95280,1031,-32,-21,'a',2,1,1,0,0,0,0,0,3600,3000,1
829,'a','b','W',121720,1170,1,2,'a',1,0,1,0,0,0,0,0,5000,5000,0
830,'a','a','W',23650,212,34,-33,'a',2,2,0,0,0,0,0,0,1100,700,0
831,'b','a','W',32500,474,-5,10,'a',1,1,0,0,0,0,0,0,700,700,0
832,'b','a','W',34490,594,20,21,'a',0,0,0,0,0,0,0,0,0,0,0
833,'b','b','W',44010,961,167,109,'b',1,1,0,0,0,0,0,0,500,500,0
834,'b','b','W',77870,271,626,18,'b',0,0,0,0,0,0,0,0,0,0,0
835,'a','a','W',40420,269,-42,-31,'a',0,0,0,0,0,0,0,0,0,0,0
836,'a','a','W',8620,201,-51,-37,'a',0,0,0,0,0,0,0,0,0,0,0
837,'a','a','W',15380,251,-34,-34,'a',0,0,0,0,0,0,0,0,0,0,0
838,'b','b','W',397280,1630,-29,-48,'a',3,1,1,1,0,0,0,0,31300,30000,0
839,'a','a','W',9940,226,-49,-32,'a',1,1,0,0,0,0,0,0,500,500,0
840,'a','a','N',1650,46,-37,15,'a',0,0,0,0,0,0,0,0,0,0,0
841,'a','b','N',11920,141,21,-60,'a',1,1,0,0,0,0,0,0,800,800,0
842,'a','a','N',2340,19,0,-52,'a',0,0,0,0,0,0,0,0,0,0,0
843,'b','a','W',27020,294,334,-5,'b',0,0,0,0,0,0,0,0,0,0,0
844,'a','a','N',13640,210,123,33,'a',0,0,0,0,0,0,0,0,0,0,0
845,'a','a','W',12610,157,-61,-52,'a',1,0,1,0,0,0,0,0,2000,2000,0
846,'a','b','N',14040,408,49,29,'a',0,0,0,0,0,0,0,0,0,0,0
847,'a','a','N',3610,16,-69,-60,'a',0,0,0,0,0,0,0,0,0,0,0
848,'b','b','W',14190,453,-46,-2,'b',0,0,0,0,0,0,0,0,0,0,0
849,'a','a','N',14000,160,81,-20,'a',0,0,0,0,0,0,0,0,0,0,0
850,'a','c','W',34360,730,10,39,'c',0,0,0,0,0,0,0,0,0,0,0
851,'a','a','N',6910,25,-85,-66,'a',0,0,0,0,0,0,0,0,0,0,0
852,'b','b','W',162810,1768,455,256,'c',2,2,0,0,0,0,0,0,700,500,0
853,'b','b','W',55200,1259,35,9,'a',1,0,1,0,0,0,0,0,4000,4000,1
854,'a','a','W',21050,458,72,70,'a',1,0,0,1,0,0,0,0,60000,60000,0
855,'a','a','N',11620,23,-76,-71,'a',0,0,0,0,0,0,0,0,0,0,0
856,'a','a','W',26450,529,12,3,'a',0,0,0,0,0,0,0,0,0,0,0
857,'a','a','W',441960,1006,-42,-33,'a',3,0,3,0,0,0,0,0,6000,3000,0
858,'a','a','N',147520,472,-2,-6,'a',0,0,0,0,0,0,0,0,0,0,0
859,'a','a','W',50840,719,46,32,'a',1,0,1,0,0,0,0,0,7000,7000,0
860,'b','b','W',134070,1283,357,159,'b',0,0,0,0,0,0,0,0,0,0,0
861,'a','b','W',541040,1295,-26,-19,'b',4,3,1,0,0,0,0,0,4200,3000,0
862,'b','a','W',163510,1534,13,23,'a',2,0,1,1,0,0,0,0,72000,70000,0
863,'a','b','N',64200,198,86,35,'a',1,1,0,0,0,0,0,0,500,500,0
864,'b','a','W',265250,2852,64,84,'a',2,0,1,1,0,0,0,0,23000,20000,0
865,'b','b','N',66800,441,-34,-31,'a',0,0,0,0,0,0,0,0,0,0,0
866,'a','a','W',40770,522,36,2,'a',1,0,1,0,0,0,0,0,8000,8000,0
867,'b','b','W',184710,1482,61,78,'a',9,1,7,1,0,0,0,0,49800,30000,0
868,'a','b','N',6920,100,-26,-69,'a',0,0,0,0,0,0,0,0,0,0,0
869,'a','a','W',47370,296,-30,-28,'a',4,2,2,0,0,0,0,0,8800,7000,0
870,'a','b','N',3530,131,-71,-46,'a',0,0,0,0,0,0,0,0,0,0,0
871,'b','a','W',30130,403,-15,-27,'a',0,0,0,0,0,0,0,0,0,0,0
872,'b','b','W',25130,455,-13,-42,'a',1,0,1,0,0,0,0,0,1000,1000,0
873,'b','a','W',49660,747,48,36,'a',0,0,0,0,0,0,0,0,0,0,0
874,'a','a','W',44960,643,19,56,'a',4,1,3,0,0,0,0,0,14400,9000,0
875,'a','b','W',11320,472,-6,56,'b',0,0,0,0,0,0,0,0,0,0,0
876,'b','a','W',394660,1764,-2,8,'a',3,1,1,1,0,0,0,0,35900,30000,1
877,'a','a','W',716630,1677,-8,14,'a',2,2,0,0,0,0,0,0,700,500,0
878,'a','a','N',87740,357,-30,-24,'a',0,0,0,0,0,0,0,0,0,0,0
879,'b','a','W',56900,761,98,-4,'a',2,1,1,0,0,0,0,0,2700,2000,0
880,'a','a','N',12070,296,0,20,'a',1,1,0,0,0,0,0,0,100,100,0
881,'a','b','N',7400,206,-31,-15,'a',0,0,0,0,0,0,0,0,0,0,0
882,'b','b','W',47500,668,12,46,'a',8,4,2,2,0,0,0,0,97100,50000,0
883,'a','b','W',53860,346,96,96,'a',5,1,4,0,0,0,0,0,13700,9000,0
884,'a','a','N',6370,34,-68,-39,'a',0,0,0,0,0,0,0,0,0,0,0
885,'b','b','N',13040,103,4,-59,'a',1,0,1,0,0,0,0,0,3000,3000,0
886,'b','a','W',16940,288,47,18,'a',0,0,0,0,0,0,0,0,0,0,0
887,'a','a','N',43600,194,-48,-48,'a',0,0,0,0,0,0,0,0,0,0,0
888,'a','a','W',11890,475,23,10,'a',0,0,0,0,0,0,0,0,0,0,0
889,'a','a','W',46400,652,43,7,'a',0,0,0,0,0,0,0,0,0,0,0
890,'a','a','N',56960,200,-70,-58,'a',0,0,0,0,0,0,0,0,0,0,0
891,'b','b','N',21540,862,134,182,'b',2,1,1,0,0,0,0,0,4200,4000,0
892,'a','a','N',8460,223,-32,-11,'a',0,0,0,0,0,0,0,0,0,0,0
893,'a','a','N',1950,19,-26,-52,'a',0,0,0,0,0,0,0,0,0,0,0
894,'b','b','N',9980,145,-3,-60,'b',0,0,0,0,0,0,0,0,0,0,0
895,'a','a','W',34980,296,-29,5,'a',0,0,0,0,0,0,0,0,0,0,0
896,'a','b','W',28520,483,-19,5,'b',3,3,0,0,0,0,0,0,1700,700,1
897,'a','a','N',2850,10,12,-75,'a',0,0,0,0,0,0,0,0,0,0,0
898,'a','a','N',2870,21,-2,-48,'a',0,0,0,0,0,0,0,0,0,0,0
899,'b','b','W',46880,523,30,-12,'a',0,0,0,0,0,0,0,0,0,0,0
900,'a','b','W',5930,120,-65,-54,'a',0,0,0,0,0,0,0,0,0,0,0
901,'a','a','N',1100,6,-66,-85,'a',0,0,0,0,0,0,0,0,0,0,0
902,'a','b','W',156780,1301,10,6,'a',4,3,1,0,0,0,0,0,4700,3000,0
903,'b','b','W',90960,2039,308,243,'b',2,0,1,1,0,0,0,0,32000,30000,0
904,'b','b','W',25050,451,-14,-7,'a',0,0,0,0,0,0,0,0,0,0,0
905,'b','b','N',30840,1022,235,235,'b',0,0,0,0,0,0,0,0,0,0,0
906,'a','a','W',102720,265,-64,-66,'a',2,1,1,0,0,0,0,0,2700,2000,0
907,'a','a','W',63950,297,11,-6,'a',0,0,0,0,0,0,0,0,0,0,0
908,'b','b','W',46430,737,3,46,'a',4,2,2,0,0,0,0,0,15000,9000,0
909,'a','a','W',8670,216,-51,-32,'a',0,0,0,0,0,0,0,0,0,0,0
